Status,Sales Tax Year,Selling Period,Sales Tax Quarter,Jurisdiction,NAICS Industry Group,Description,Taxable Sales and Purchases,Jurisdiction Sort Order,Row Update Indicator
P,2018 - 2019,December - February,4,HAMILTON,7225,Restaurants and Other Eating Places,965455,22,22201947225
P,2018 - 2019,December - February,4,HERKIMER,7225,Restaurants and Other Eating Places,13981683,23,23201947225
P,2018 - 2019,December - February,4,JEFFERSON,7225,Restaurants and Other Eating Places,35530548,24,24201947225
P,2018 - 2019,December - February,4,LEWIS,7225,Restaurants and Other Eating Places,5033438,25,25201947225
P,2018 - 2019,December - February,4,LIVINGSTON,7225,Restaurants and Other Eating Places,15365144,26,26201947225
P,2018 - 2019,December - February,4,MADISON,7225,Restaurants and Other Eating Places,14013464,27,27201947225
P,2018 - 2019,December - February,4,MONROE,7225,Restaurants and Other Eating Places,272392904,28,28201947225
P,2018 - 2019,December - February,4,MONTGOMERY,7225,Restaurants and Other Eating Places,11186114,29,29201947225
P,2018 - 2019,December - February,4,NASSAU,7225,Restaurants and Other Eating Places,671864416,30,30201947225
P,2018 - 2019,December - February,4,NIAGARA,7225,Restaurants and Other Eating Places,64177306,31,31201947225
P,2018 - 2019,December - February,4,NY CITY,7225,Restaurants and Other Eating Places,5557367465,32,32201947225
P,2018 - 2019,December - February,4,ONEIDA,7225,Restaurants and Other Eating Places,68153912,33,33201947225
P,2018 - 2019,December - February,4,ONONDAGA,7225,Restaurants and Other Eating Places,187973885,34,34201947225
P,2018 - 2019,December - February,4,ONTARIO,7225,Restaurants and Other Eating Places,47144917,35,35201947225
P,2018 - 2019,December - February,4,ORANGE,7225,Restaurants and Other Eating Places,128351638,36,36201947225
P,2018 - 2019,December - February,4,ORLEANS,7225,Restaurants and Other Eating Places,6470689,37,37201947225
P,2018 - 2019,December - February,4,OSWEGO,7225,Restaurants and Other Eating Places,15172431,38,38201947225
P,2018 - 2019,December - February,4,OTSEGO,7225,Restaurants and Other Eating Places,16136376,39,39201947225
P,2018 - 2019,December - February,4,PUTNAM,7225,Restaurants and Other Eating Places,23432860,40,40201947225
P,2018 - 2019,December - February,4,RENSSELAER,7225,Restaurants and Other Eating Places,43691366,41,41201947225
P,2018 - 2019,December - February,4,ROCKLAND,7225,Restaurants and Other Eating Places,102499392,42,42201947225
P,2018 - 2019,December - February,4,SARATOGA,7225,Restaurants and Other Eating Places,89955904,43,43201947225
P,2018 - 2019,December - February,4,SCHENECTADY,7225,Restaurants and Other Eating Places,43342353,44,44201947225
P,2018 - 2019,December - February,4,SCHOHARIE,7225,Restaurants and Other Eating Places,5099610,45,45201947225
P,2018 - 2019,December - February,4,SCHUYLER,7225,Restaurants and Other Eating Places,3429464,46,46201947225
P,2018 - 2019,December - February,4,SENECA,7225,Restaurants and Other Eating Places,7856879,47,47201947225
P,2018 - 2019,December - February,4,ST LAWRENCE,7225,Restaurants and Other Eating Places,22401409,48,48201947225
P,2018 - 2019,December - February,4,STEUBEN,7225,Restaurants and Other Eating Places,21580392,49,49201947225
P,2018 - 2019,December - February,4,SUFFOLK,7225,Restaurants and Other Eating Places,645325912,50,50201947225
P,2018 - 2019,December - February,4,SULLIVAN,7225,Restaurants and Other Eating Places,12603202,51,51201947225
P,2018 - 2019,December - February,4,TIOGA,7225,Restaurants and Other Eating Places,7363378,52,52201947225
P,2018 - 2019,December - February,4,TOMPKINS,7225,Restaurants and Other Eating Places,32976898,53,53201947225
P,2018 - 2019,December - February,4,ULSTER,7225,Restaurants and Other Eating Places,58987250,54,54201947225
P,2018 - 2019,December - February,4,WARREN,7225,Restaurants and Other Eating Places,35977543,55,55201947225
P,2018 - 2019,December - February,4,WASHINGTON,7225,Restaurants and Other Eating Places,7208856,56,56201947225
P,2018 - 2019,December - February,4,WAYNE,7225,Restaurants and Other Eating Places,15421665,57,57201947225
P,2018 - 2019,December - February,4,WESTCHESTER,7225,Restaurants and Other Eating Places,433181760,58,58201947225
P,2018 - 2019,December - February,4,WYOMING,7225,Restaurants and Other Eating Places,6319361,59,59201947225
P,2018 - 2019,December - February,4,YATES,7225,Restaurants and Other Eating Places,3269280,60,60201947225
P,2018 - 2019,September - November,3,NY STATE,7225,Restaurants and Other Eating Places,9951712761,1,1201937225
P,2018 - 2019,September - November,3,MCTD,7225,Restaurants and Other Eating Places,7725817491,2,2201937225
P,2018 - 2019,September - November,3,ALBANY,7225,Restaurants and Other Eating Places,154457435,3,3201937225
P,2018 - 2019,September - November,3,ALLEGANY,7225,Restaurants and Other Eating Places,7496089,4,4201937225
P,2018 - 2019,September - November,3,BROOME,7225,Restaurants and Other Eating Places,71166423,5,5201937225
P,2018 - 2019,September - November,3,CATTARAUGUS,7225,Restaurants and Other Eating Places,21231415,6,6201937225
P,2018 - 2019,September - November,3,CAYUGA,7225,Restaurants and Other Eating Places,20832562,7,7201937225
P,2018 - 2019,September - November,3,CHAUTAUQUA,7225,Restaurants and Other Eating Places,38596656,8,8201937225
P,2018 - 2019,September - November,3,CHEMUNG,7225,Restaurants and Other Eating Places,31071216,9,9201937225
P,2018 - 2019,September - November,3,CHENANGO,7225,Restaurants and Other Eating Places,7956247,10,10201937225
P,2018 - 2019,September - November,3,CLINTON,7225,Restaurants and Other Eating Places,27555410,11,11201937225
P,2018 - 2019,September - November,3,COLUMBIA,7225,Restaurants and Other Eating Places,18934735,12,12201937225
P,2018 - 2019,September - November,3,CORTLAND,7225,Restaurants and Other Eating Places,14310833,13,13201937225
P,2018 - 2019,September - November,3,DELAWARE,7225,Restaurants and Other Eating Places,7604829,14,14201937225
P,2018 - 2019,September - November,3,DUTCHESS,7225,Restaurants and Other Eating Places,114149764,15,15201937225
P,2018 - 2019,September - November,3,ERIE,7225,Restaurants and Other Eating Places,407426073,16,16201937225
P,2018 - 2019,September - November,3,ESSEX,7225,Restaurants and Other Eating Places,14928647,17,17201937225
P,2018 - 2019,September - November,3,FRANKLIN,7225,Restaurants and Other Eating Places,8460769,18,18201937225
P,2018 - 2019,September - November,3,FULTON,7225,Restaurants and Other Eating Places,12872887,19,19201937225
P,2018 - 2019,September - November,3,GENESEE,7225,Restaurants and Other Eating Places,21578007,20,20201937225
P,2018 - 2019,September - November,3,GREENE,7225,Restaurants and Other Eating Places,15888833,21,21201937225
P,2018 - 2019,September - November,3,HAMILTON,7225,Restaurants and Other Eating Places,1543654,22,22201937225
P,2018 - 2019,September - November,3,HERKIMER,7225,Restaurants and Other Eating Places,15703624,23,23201937225
P,2018 - 2019,September - November,3,JEFFERSON,7225,Restaurants and Other Eating Places,43916981,24,24201937225
P,2018 - 2019,September - November,3,LEWIS,7225,Restaurants and Other Eating Places,4652797,25,25201937225
P,2018 - 2019,September - November,3,LIVINGSTON,7225,Restaurants and Other Eating Places,17656166,26,26201937225
P,2018 - 2019,September - November,3,MADISON,7225,Restaurants and Other Eating Places,16762003,27,27201937225
P,2018 - 2019,September - November,3,MONROE,7225,Restaurants and Other Eating Places,283577705,28,28201937225
P,2018 - 2019,September - November,3,MONTGOMERY,7225,Restaurants and Other Eating Places,12921557,29,29201937225
P,2018 - 2019,September - November,3,NASSAU,7225,Restaurants and Other Eating Places,655459016,30,30201937225
P,2018 - 2019,September - November,3,NIAGARA,7225,Restaurants and Other Eating Places,71867770,31,31201937225
P,2018 - 2019,September - November,3,NY CITY,7225,Restaurants and Other Eating Places,5562010371,32,32201937225
P,2018 - 2019,September - November,3,ONEIDA,7225,Restaurants and Other Eating Places,73706520,33,33201937225
P,2018 - 2019,September - November,3,ONONDAGA,7225,Restaurants and Other Eating Places,197778522,34,34201937225
P,2018 - 2019,September - November,3,ONTARIO,7225,Restaurants and Other Eating Places,52452156,35,35201937225
P,2018 - 2019,September - November,3,ORANGE,7225,Restaurants and Other Eating Places,137250204,36,36201937225
P,2018 - 2019,September - November,3,ORLEANS,7225,Restaurants and Other Eating Places,7215215,37,37201937225
P,2018 - 2019,September - November,3,OSWEGO,7225,Restaurants and Other Eating Places,18233365,38,38201937225
P,2018 - 2019,September - November,3,OTSEGO,7225,Restaurants and Other Eating Places,19768233,39,39201937225
P,2018 - 2019,September - November,3,PUTNAM,7225,Restaurants and Other Eating Places,25300933,40,40201937225
P,2018 - 2019,September - November,3,RENSSELAER,7225,Restaurants and Other Eating Places,45452155,41,41201937225
P,2018 - 2019,September - November,3,ROCKLAND,7225,Restaurants and Other Eating Places,102714248,42,42201937225
P,2018 - 2019,September - November,3,SARATOGA,7225,Restaurants and Other Eating Places,99809154,43,43201937225
P,2018 - 2019,September - November,3,SCHENECTADY,7225,Restaurants and Other Eating Places,45951236,44,44201937225
P,2018 - 2019,September - November,3,SCHOHARIE,7225,Restaurants and Other Eating Places,6120616,45,45201937225
P,2018 - 2019,September - November,3,SCHUYLER,7225,Restaurants and Other Eating Places,5784640,46,46201937225
P,2018 - 2019,September - November,3,SENECA,7225,Restaurants and Other Eating Places,9381475,47,47201937225
P,2018 - 2019,September - November,3,ST LAWRENCE,7225,Restaurants and Other Eating Places,25060206,48,48201937225
P,2018 - 2019,September - November,3,STEUBEN,7225,Restaurants and Other Eating Places,25150053,49,49201937225
P,2018 - 2019,September - November,3,SUFFOLK,7225,Restaurants and Other Eating Places,691526807,50,50201937225
P,2018 - 2019,September - November,3,SULLIVAN,7225,Restaurants and Other Eating Places,15600396,51,51201937225
P,2018 - 2019,September - November,3,TIOGA,7225,Restaurants and Other Eating Places,8002852,52,52201937225
P,2018 - 2019,September - November,3,TOMPKINS,7225,Restaurants and Other Eating Places,40667215,53,53201937225
P,2018 - 2019,September - November,3,ULSTER,7225,Restaurants and Other Eating Places,67520253,54,54201937225
P,2018 - 2019,September - November,3,WARREN,7225,Restaurants and Other Eating Places,44870701,55,55201937225
P,2018 - 2019,September - November,3,WASHINGTON,7225,Restaurants and Other Eating Places,7721265,56,56201937225
P,2018 - 2019,September - November,3,WAYNE,7225,Restaurants and Other Eating Places,17854205,57,57201937225
P,2018 - 2019,September - November,3,WESTCHESTER,7225,Restaurants and Other Eating Places,435549415,58,58201937225
P,2018 - 2019,September - November,3,WYOMING,7225,Restaurants and Other Eating Places,8350464,59,59201937225
P,2018 - 2019,September - November,3,YATES,7225,Restaurants and Other Eating Places,4028979,60,60201937225
P,2018 - 2019,June - August,2,NY STATE,7225,Restaurants and Other Eating Places,10444077344,1,1201927225
P,2018 - 2019,June - August,2,MCTD,7225,Restaurants and Other Eating Places,7941725998,2,2201927225
P,2018 - 2019,June - August,2,ALBANY,7225,Restaurants and Other Eating Places,157009497,3,3201927225
P,2018 - 2019,June - August,2,ALLEGANY,7225,Restaurants and Other Eating Places,8239195,4,4201927225
P,2018 - 2019,June - August,2,BROOME,7225,Restaurants and Other Eating Places,73038230,5,5201927225
P,2018 - 2019,June - August,2,CATTARAUGUS,7225,Restaurants and Other Eating Places,22904414,6,6201927225
P,2018 - 2019,June - August,2,CAYUGA,7225,Restaurants and Other Eating Places,25062675,7,7201927225
P,2018 - 2019,June - August,2,CHAUTAUQUA,7225,Restaurants and Other Eating Places,49678929,8,8201927225
P,2018 - 2019,June - August,2,CHEMUNG,7225,Restaurants and Other Eating Places,32735192,9,9201927225
P,2018 - 2019,June - August,2,CHENANGO,7225,Restaurants and Other Eating Places,9126347,10,10201927225
P,2018 - 2019,June - August,2,CLINTON,7225,Restaurants and Other Eating Places,30094579,11,11201927225
P,2018 - 2019,June - August,2,COLUMBIA,7225,Restaurants and Other Eating Places,21583414,12,12201927225
P,2018 - 2019,June - August,2,CORTLAND,7225,Restaurants and Other Eating Places,14968988,13,13201927225
P,2018 - 2019,June - August,2,DELAWARE,7225,Restaurants and Other Eating Places,9348926,14,14201927225
P,2018 - 2019,June - August,2,DUTCHESS,7225,Restaurants and Other Eating Places,117734853,15,15201927225
P,2018 - 2019,June - August,2,ERIE,7225,Restaurants and Other Eating Places,445371788,16,16201927225
P,2018 - 2019,June - August,2,ESSEX,7225,Restaurants and Other Eating Places,24559825,17,17201927225
P,2018 - 2019,June - August,2,FRANKLIN,7225,Restaurants and Other Eating Places,10973352,18,18201927225
P,2018 - 2019,June - August,2,FULTON,7225,Restaurants and Other Eating Places,15340519,19,19201927225
P,2018 - 2019,June - August,2,GENESEE,7225,Restaurants and Other Eating Places,24891671,20,20201927225
P,2018 - 2019,June - August,2,GREENE,7225,Restaurants and Other Eating Places,17852107,21,21201927225
P,2018 - 2019,June - August,2,HAMILTON,7225,Restaurants and Other Eating Places,3995260,22,22201927225
P,2018 - 2019,June - August,2,HERKIMER,7225,Restaurants and Other Eating Places,19841240,23,23201927225
P,2018 - 2019,June - August,2,JEFFERSON,7225,Restaurants and Other Eating Places,55961377,24,24201927225
P,2018 - 2019,June - August,2,LEWIS,7225,Restaurants and Other Eating Places,5433799,25,25201927225
P,2018 - 2019,June - August,2,LIVINGSTON,7225,Restaurants and Other Eating Places,20503817,26,26201927225
P,2018 - 2019,June - August,2,MADISON,7225,Restaurants and Other Eating Places,18656302,27,27201927225
P,2018 - 2019,June - August,2,MONROE,7225,Restaurants and Other Eating Places,297928223,28,28201927225
P,2018 - 2019,June - August,2,MONTGOMERY,7225,Restaurants and Other Eating Places,13975293,29,29201927225
P,2018 - 2019,June - August,2,NASSAU,7225,Restaurants and Other Eating Places,720158462,30,30201927225
P,2018 - 2019,June - August,2,NIAGARA,7225,Restaurants and Other Eating Places,88879134,31,31201927225
P,2018 - 2019,June - August,2,NY CITY,7225,Restaurants and Other Eating Places,5459152624,32,32201927225
P,2018 - 2019,June - August,2,ONEIDA,7225,Restaurants and Other Eating Places,80119707,33,33201927225
P,2018 - 2019,June - August,2,ONONDAGA,7225,Restaurants and Other Eating Places,205463072,34,34201927225
P,2018 - 2019,June - August,2,ONTARIO,7225,Restaurants and Other Eating Places,57604118,35,35201927225
P,2018 - 2019,June - August,2,ORANGE,7225,Restaurants and Other Eating Places,150454105,36,36201927225
P,2018 - 2019,June - August,2,ORLEANS,7225,Restaurants and Other Eating Places,7407406,37,37201927225
P,2018 - 2019,June - August,2,OSWEGO,7225,Restaurants and Other Eating Places,22071754,38,38201927225
P,2018 - 2019,June - August,2,OTSEGO,7225,Restaurants and Other Eating Places,29595372,39,39201927225
P,2018 - 2019,June - August,2,PUTNAM,7225,Restaurants and Other Eating Places,28051832,40,40201927225
P,2018 - 2019,June - August,2,RENSSELAER,7225,Restaurants and Other Eating Places,47053531,41,41201927225
P,2018 - 2019,June - August,2,ROCKLAND,7225,Restaurants and Other Eating Places,111546030,42,42201927225
P,2018 - 2019,June - August,2,SARATOGA,7225,Restaurants and Other Eating Places,126173291,43,43201927225
P,2018 - 2019,June - August,2,SCHENECTADY,7225,Restaurants and Other Eating Places,49023203,44,44201927225
P,2018 - 2019,June - August,2,SCHOHARIE,7225,Restaurants and Other Eating Places,6781604,45,45201927225
P,2018 - 2019,June - August,2,SCHUYLER,7225,Restaurants and Other Eating Places,8299187,46,46201927225
P,2018 - 2019,June - August,2,SENECA,7225,Restaurants and Other Eating Places,11611578,47,47201927225
P,2018 - 2019,June - August,2,ST LAWRENCE,7225,Restaurants and Other Eating Places,25144439,48,48201927225
P,2018 - 2019,June - August,2,STEUBEN,7225,Restaurants and Other Eating Places,29851981,49,49201927225
P,2018 - 2019,June - August,2,SUFFOLK,7225,Restaurants and Other Eating Places,893695090,50,50201927225
P,2018 - 2019,June - August,2,SULLIVAN,7225,Restaurants and Other Eating Places,22442959,51,51201927225
P,2018 - 2019,June - August,2,TIOGA,7225,Restaurants and Other Eating Places,9334711,52,52201927225
P,2018 - 2019,June - August,2,TOMPKINS,7225,Restaurants and Other Eating Places,39808611,53,53201927225
P,2018 - 2019,June - August,2,ULSTER,7225,Restaurants and Other Eating Places,76765079,54,54201927225
P,2018 - 2019,June - August,2,WARREN,7225,Restaurants and Other Eating Places,74570117,55,55201927225
P,2018 - 2019,June - August,2,WASHINGTON,7225,Restaurants and Other Eating Places,8812428,56,56201927225
P,2018 - 2019,June - August,2,WAYNE,7225,Restaurants and Other Eating Places,21845505,57,57201927225
P,2018 - 2019,June - August,2,WESTCHESTER,7225,Restaurants and Other Eating Places,460249965,58,58201927225
P,2018 - 2019,June - August,2,WYOMING,7225,Restaurants and Other Eating Places,10719930,59,59201927225
P,2018 - 2019,June - August,2,YATES,7225,Restaurants and Other Eating Places,5853861,60,60201927225
P,2018 - 2019,March - May,1,NY STATE,7225,Restaurants and Other Eating Places,9963442704,1,1201917225
P,2018 - 2019,March - May,1,MCTD,7225,Restaurants and Other Eating Places,7730537925,2,2201917225
P,2018 - 2019,March - May,1,ALBANY,7225,Restaurants and Other Eating Places,160612316,3,3201917225
P,2018 - 2019,March - May,1,ALLEGANY,7225,Restaurants and Other Eating Places,7541396,4,4201917225
P,2018 - 2019,March - May,1,BROOME,7225,Restaurants and Other Eating Places,73624813,5,5201917225
P,2018 - 2019,March - May,1,CATTARAUGUS,7225,Restaurants and Other Eating Places,20756225,6,6201917225
P,2018 - 2019,March - May,1,CAYUGA,7225,Restaurants and Other Eating Places,20267991,7,7201917225
P,2018 - 2019,March - May,1,CHAUTAUQUA,7225,Restaurants and Other Eating Places,39122249,8,8201917225
P,2018 - 2019,March - May,1,CHEMUNG,7225,Restaurants and Other Eating Places,32016511,9,9201917225
P,2018 - 2019,March - May,1,CHENANGO,7225,Restaurants and Other Eating Places,7965740,10,10201917225
P,2018 - 2019,March - May,1,CLINTON,7225,Restaurants and Other Eating Places,26889784,11,11201917225
P,2018 - 2019,March - May,1,COLUMBIA,7225,Restaurants and Other Eating Places,17271333,12,12201917225
P,2018 - 2019,March - May,1,CORTLAND,7225,Restaurants and Other Eating Places,14912894,13,13201917225
P,2018 - 2019,March - May,1,DELAWARE,7225,Restaurants and Other Eating Places,6951351,14,14201917225
P,2018 - 2019,March - May,1,DUTCHESS,7225,Restaurants and Other Eating Places,113210416,15,15201917225
P,2018 - 2019,March - May,1,ERIE,7225,Restaurants and Other Eating Places,417195517,16,16201917225
P,2018 - 2019,March - May,1,ESSEX,7225,Restaurants and Other Eating Places,10662679,17,17201917225
P,2018 - 2019,March - May,1,FRANKLIN,7225,Restaurants and Other Eating Places,8230658,18,18201917225
P,2018 - 2019,March - May,1,FULTON,7225,Restaurants and Other Eating Places,13269705,19,19201917225
P,2018 - 2019,March - May,1,GENESEE,7225,Restaurants and Other Eating Places,21807717,20,20201917225
P,2018 - 2019,March - May,1,GREENE,7225,Restaurants and Other Eating Places,14010133,21,21201917225
P,2018 - 2019,March - May,1,HAMILTON,7225,Restaurants and Other Eating Places,799770,22,22201917225
P,2018 - 2019,March - May,1,HERKIMER,7225,Restaurants and Other Eating Places,13377743,23,23201917225
P,2018 - 2019,March - May,1,JEFFERSON,7225,Restaurants and Other Eating Places,43412956,24,24201917225
P,2018 - 2019,March - May,1,LEWIS,7225,Restaurants and Other Eating Places,4853865,25,25201917225
P,2018 - 2019,March - May,1,LIVINGSTON,7225,Restaurants and Other Eating Places,17737165,26,26201917225
P,2018 - 2019,March - May,1,MADISON,7225,Restaurants and Other Eating Places,16451394,27,27201917225
P,2018 - 2019,March - May,1,MONROE,7225,Restaurants and Other Eating Places,292885431,28,28201917225
P,2018 - 2019,March - May,1,MONTGOMERY,7225,Restaurants and Other Eating Places,12473338,29,29201917225
P,2018 - 2019,March - May,1,NASSAU,7225,Restaurants and Other Eating Places,672767341,30,30201917225
P,2018 - 2019,March - May,1,NIAGARA,7225,Restaurants and Other Eating Places,72182077,31,31201917225
P,2018 - 2019,March - May,1,NY CITY,7225,Restaurants and Other Eating Places,5563691789,32,32201917225
P,2018 - 2019,March - May,1,ONEIDA,7225,Restaurants and Other Eating Places,73247548,33,33201917225
P,2018 - 2019,March - May,1,ONONDAGA,7225,Restaurants and Other Eating Places,200969679,34,34201917225
P,2018 - 2019,March - May,1,ONTARIO,7225,Restaurants and Other Eating Places,50631391,35,35201917225
P,2018 - 2019,March - May,1,ORANGE,7225,Restaurants and Other Eating Places,137537098,36,36201917225
P,2018 - 2019,March - May,1,ORLEANS,7225,Restaurants and Other Eating Places,6983542,37,37201917225
P,2018 - 2019,March - May,1,OSWEGO,7225,Restaurants and Other Eating Places,17888022,38,38201917225
P,2018 - 2019,March - May,1,OTSEGO,7225,Restaurants and Other Eating Places,19282811,39,39201917225
P,2018 - 2019,March - May,1,PUTNAM,7225,Restaurants and Other Eating Places,25619567,40,40201917225
P,2018 - 2019,March - May,1,RENSSELAER,7225,Restaurants and Other Eating Places,45645070,41,41201917225
P,2018 - 2019,March - May,1,ROCKLAND,7225,Restaurants and Other Eating Places,104919052,42,42201917225
P,2018 - 2019,March - May,1,SARATOGA,7225,Restaurants and Other Eating Places,98444553,43,43201917225
P,2018 - 2019,March - May,1,SCHENECTADY,7225,Restaurants and Other Eating Places,47411787,44,44201917225
P,2018 - 2019,March - May,1,SCHOHARIE,7225,Restaurants and Other Eating Places,5655840,45,45201917225
P,2018 - 2019,March - May,1,SCHUYLER,7225,Restaurants and Other Eating Places,4590801,46,46201917225
P,2018 - 2019,March - May,1,SENECA,7225,Restaurants and Other Eating Places,9170359,47,47201917225
P,2018 - 2019,March - May,1,ST LAWRENCE,7225,Restaurants and Other Eating Places,24821566,48,48201917225
P,2018 - 2019,March - May,1,STEUBEN,7225,Restaurants and Other Eating Places,24226322,49,49201917225
P,2018 - 2019,March - May,1,SUFFOLK,7225,Restaurants and Other Eating Places,669386246,50,50201917225
P,2018 - 2019,March - May,1,SULLIVAN,7225,Restaurants and Other Eating Places,14605379,51,51201917225
P,2018 - 2019,March - May,1,TIOGA,7225,Restaurants and Other Eating Places,8111126,52,52201917225
P,2018 - 2019,March - May,1,TOMPKINS,7225,Restaurants and Other Eating Places,42321991,53,53201917225
P,2018 - 2019,March - May,1,ULSTER,7225,Restaurants and Other Eating Places,63684245,54,54201917225
P,2018 - 2019,March - May,1,WARREN,7225,Restaurants and Other Eating Places,40729927,55,55201917225
P,2018 - 2019,March - May,1,WASHINGTON,7225,Restaurants and Other Eating Places,7639290,56,56201917225
P,2018 - 2019,March - May,1,WAYNE,7225,Restaurants and Other Eating Places,18292189,57,57201917225
P,2018 - 2019,March - May,1,WESTCHESTER,7225,Restaurants and Other Eating Places,442003404,58,58201917225
P,2018 - 2019,March - May,1,WYOMING,7225,Restaurants and Other Eating Places,8169529,59,59201917225
P,2018 - 2019,March - May,1,YATES,7225,Restaurants and Other Eating Places,4514447,60,60201917225
F,2017 - 2018,December - February,4,NY STATE,7225,Restaurants and Other Eating Places,9222007189,1,1201847225
F,2017 - 2018,December - February,4,MCTD,7225,Restaurants and Other Eating Places,7228827590,2,2201847225
F,2017 - 2018,December - February,4,ALBANY,7225,Restaurants and Other Eating Places,148709705,3,3201847225
F,2017 - 2018,December - February,4,ALLEGANY,7225,Restaurants and Other Eating Places,6424277,4,4201847225
F,2017 - 2018,December - February,4,BROOME,7225,Restaurants and Other Eating Places,66103823,5,5201847225
F,2017 - 2018,December - February,4,CATTARAUGUS,7225,Restaurants and Other Eating Places,21273427,6,6201847225
F,2017 - 2018,December - February,4,CAYUGA,7225,Restaurants and Other Eating Places,18081779,7,7201847225
F,2017 - 2018,December - February,4,CHAUTAUQUA,7225,Restaurants and Other Eating Places,34633216,8,8201847225
F,2017 - 2018,December - February,4,CHEMUNG,7225,Restaurants and Other Eating Places,29928235,9,9201847225
F,2017 - 2018,December - February,4,CHENANGO,7225,Restaurants and Other Eating Places,7079200,10,10201847225
F,2017 - 2018,December - February,4,CLINTON,7225,Restaurants and Other Eating Places,23386128,11,11201847225
F,2017 - 2018,December - February,4,COLUMBIA,7225,Restaurants and Other Eating Places,15618110,12,12201847225
F,2017 - 2018,December - February,4,CORTLAND,7225,Restaurants and Other Eating Places,12987175,13,13201847225
F,2017 - 2018,December - February,4,DELAWARE,7225,Restaurants and Other Eating Places,5907763,14,14201847225
F,2017 - 2018,December - February,4,DUTCHESS,7225,Restaurants and Other Eating Places,100531022,15,15201847225
F,2017 - 2018,December - February,4,ERIE,7225,Restaurants and Other Eating Places,379416192,16,16201847225
F,2017 - 2018,December - February,4,ESSEX,7225,Restaurants and Other Eating Places,11654425,17,17201847225
F,2017 - 2018,December - February,4,FRANKLIN,7225,Restaurants and Other Eating Places,7329172,18,18201847225
F,2017 - 2018,December - February,4,FULTON,7225,Restaurants and Other Eating Places,11949321,19,19201847225
F,2017 - 2018,December - February,4,GENESEE,7225,Restaurants and Other Eating Places,19282547,20,20201847225
F,2017 - 2018,December - February,4,GREENE,7225,Restaurants and Other Eating Places,13929407,21,21201847225
F,2017 - 2018,December - February,4,HAMILTON,7225,Restaurants and Other Eating Places,875591,22,22201847225
F,2017 - 2018,December - February,4,HERKIMER,7225,Restaurants and Other Eating Places,12919212,23,23201847225
F,2017 - 2018,December - February,4,JEFFERSON,7225,Restaurants and Other Eating Places,36457808,24,24201847225
F,2017 - 2018,December - February,4,LEWIS,7225,Restaurants and Other Eating Places,5050026,25,25201847225
F,2017 - 2018,December - February,4,LIVINGSTON,7225,Restaurants and Other Eating Places,15109126,26,26201847225
F,2017 - 2018,December - February,4,MADISON,7225,Restaurants and Other Eating Places,14279924,27,27201847225
F,2017 - 2018,December - February,4,MONROE,7225,Restaurants and Other Eating Places,262701849,28,28201847225
F,2017 - 2018,December - February,4,MONTGOMERY,7225,Restaurants and Other Eating Places,10847257,29,29201847225
F,2017 - 2018,December - February,4,NASSAU,7225,Restaurants and Other Eating Places,632362458,30,30201847225
F,2017 - 2018,December - February,4,NIAGARA,7225,Restaurants and Other Eating Places,62870328,31,31201847225
F,2017 - 2018,December - February,4,NY CITY,7225,Restaurants and Other Eating Places,5240381537,32,32201847225
F,2017 - 2018,December - February,4,ONEIDA,7225,Restaurants and Other Eating Places,65698077,33,33201847225
F,2017 - 2018,December - February,4,ONONDAGA,7225,Restaurants and Other Eating Places,179098899,34,34201847225
F,2017 - 2018,December - February,4,ONTARIO,7225,Restaurants and Other Eating Places,46695070,35,35201847225
F,2017 - 2018,December - February,4,ORANGE,7225,Restaurants and Other Eating Places,121670171,36,36201847225
F,2017 - 2018,December - February,4,ORLEANS,7225,Restaurants and Other Eating Places,5910103,37,37201847225
F,2017 - 2018,December - February,4,OSWEGO,7225,Restaurants and Other Eating Places,14149328,38,38201847225
F,2017 - 2018,December - February,4,OTSEGO,7225,Restaurants and Other Eating Places,15794920,39,39201847225
F,2017 - 2018,December - February,4,PUTNAM,7225,Restaurants and Other Eating Places,23037639,40,40201847225
F,2017 - 2018,December - February,4,RENSSELAER,7225,Restaurants and Other Eating Places,40227674,41,41201847225
F,2017 - 2018,December - February,4,ROCKLAND,7225,Restaurants and Other Eating Places,99082709,42,42201847225
F,2017 - 2018,December - February,4,SARATOGA,7225,Restaurants and Other Eating Places,87999015,43,43201847225
F,2017 - 2018,December - February,4,SCHENECTADY,7225,Restaurants and Other Eating Places,41164774,44,44201847225
F,2017 - 2018,December - February,4,SCHOHARIE,7225,Restaurants and Other Eating Places,4817720,45,45201847225
F,2017 - 2018,December - February,4,SCHUYLER,7225,Restaurants and Other Eating Places,3536817,46,46201847225
F,2017 - 2018,December - February,4,SENECA,7225,Restaurants and Other Eating Places,7632131,47,47201847225
F,2017 - 2018,December - February,4,ST LAWRENCE,7225,Restaurants and Other Eating Places,21754704,48,48201847225
F,2017 - 2018,December - February,4,STEUBEN,7225,Restaurants and Other Eating Places,21021742,49,49201847225
F,2017 - 2018,December - February,4,SUFFOLK,7225,Restaurants and Other Eating Places,600268477,50,50201847225
F,2017 - 2018,December - February,4,SULLIVAN,7225,Restaurants and Other Eating Places,12182745,51,51201847225
F,2017 - 2018,December - February,4,TIOGA,7225,Restaurants and Other Eating Places,7063648,52,52201847225
F,2017 - 2018,December - February,4,TOMPKINS,7225,Restaurants and Other Eating Places,32990311,53,53201847225
