Status,Sales Tax Year,Selling Period,Sales Tax Quarter,Jurisdiction,NAICS Industry Group,Description,Taxable Sales and Purchases,Jurisdiction Sort Order,Row Update Indicator
P,2020 - 2021,September - November,3,NY STATE,7225,Restaurants and Other Eating Places,7176483130,1,1202137225
P,2020 - 2021,September - November,3,MCTD,7225,Restaurants and Other Eating Places,5125645513,2,2202137225
P,2020 - 2021,September - November,3,ALBANY,7225,Restaurants and Other Eating Places,129163796,3,3202137225
P,2020 - 2021,September - November,3,ALLEGANY,7225,Restaurants and Other Eating Places,7460275,4,4202137225
P,2020 - 2021,September - November,3,BROOME,7225,Restaurants and Other Eating Places,66283308,5,5202137225
P,2020 - 2021,September - November,3,CATTARAUGUS,7225,Restaurants and Other Eating Places,20404053,6,6202137225
P,2020 - 2021,September - November,3,CAYUGA,7225,Restaurants and Other Eating Places,19145258,7,7202137225
P,2020 - 2021,September - November,3,CHAUTAUQUA,7225,Restaurants and Other Eating Places,38750462,8,8202137225
P,2020 - 2021,September - November,3,CHEMUNG,7225,Restaurants and Other Eating Places,28713068,9,9202137225
P,2020 - 2021,September - November,3,CHENANGO,7225,Restaurants and Other Eating Places,7726734,10,10202137225
P,2020 - 2021,September - November,3,CLINTON,7225,Restaurants and Other Eating Places,25670340,11,11202137225
P,2020 - 2021,September - November,3,COLUMBIA,7225,Restaurants and Other Eating Places,19078749,12,12202137225
P,2020 - 2021,September - November,3,CORTLAND,7225,Restaurants and Other Eating Places,12753786,13,13202137225
P,2020 - 2021,September - November,3,DELAWARE,7225,Restaurants and Other Eating Places,8081708,14,14202137225
P,2020 - 2021,September - November,3,DUTCHESS,7225,Restaurants and Other Eating Places,111298400,15,15202137225
P,2020 - 2021,September - November,3,ERIE,7225,Restaurants and Other Eating Places,367729508,16,16202137225
P,2020 - 2021,September - November,3,ESSEX,7225,Restaurants and Other Eating Places,14063823,17,17202137225
P,2020 - 2021,September - November,3,FRANKLIN,7225,Restaurants and Other Eating Places,8892007,18,18202137225
P,2020 - 2021,September - November,3,FULTON,7225,Restaurants and Other Eating Places,13766633,19,19202137225
P,2020 - 2021,September - November,3,GENESEE,7225,Restaurants and Other Eating Places,21467751,20,20202137225
P,2020 - 2021,September - November,3,GREENE,7225,Restaurants and Other Eating Places,15300549,21,21202137225
P,2020 - 2021,September - November,3,HAMILTON,7225,Restaurants and Other Eating Places,1076393,22,22202137225
P,2020 - 2021,September - November,3,HERKIMER,7225,Restaurants and Other Eating Places,14816805,23,23202137225
P,2020 - 2021,September - November,3,JEFFERSON,7225,Restaurants and Other Eating Places,41270995,24,24202137225
P,2020 - 2021,September - November,3,LEWIS,7225,Restaurants and Other Eating Places,3895474,25,25202137225
P,2020 - 2021,September - November,3,LIVINGSTON,7225,Restaurants and Other Eating Places,17427258,26,26202137225
P,2020 - 2021,September - November,3,MADISON,7225,Restaurants and Other Eating Places,15869437,27,27202137225
P,2020 - 2021,September - November,3,MONROE,7225,Restaurants and Other Eating Places,258200289,28,28202137225
P,2020 - 2021,September - November,3,MONTGOMERY,7225,Restaurants and Other Eating Places,12574838,29,29202137225
P,2020 - 2021,September - November,3,NASSAU,7225,Restaurants and Other Eating Places,656045930,30,30202137225
P,2020 - 2021,September - November,3,NIAGARA,7225,Restaurants and Other Eating Places,67370069,31,31202137225
P,2020 - 2021,September - November,3,NY CITY,7225,Restaurants and Other Eating Places,2958261352,32,32202137225
P,2020 - 2021,September - November,3,ONEIDA,7225,Restaurants and Other Eating Places,68164796,33,33202137225
P,2020 - 2021,September - November,3,ONONDAGA,7225,Restaurants and Other Eating Places,174021414,34,34202137225
P,2020 - 2021,September - November,3,ONTARIO,7225,Restaurants and Other Eating Places,48180858,35,35202137225
P,2020 - 2021,September - November,3,ORANGE,7225,Restaurants and Other Eating Places,141468115,36,36202137225
P,2020 - 2021,September - November,3,ORLEANS,7225,Restaurants and Other Eating Places,7934373,37,37202137225
P,2020 - 2021,September - November,3,OSWEGO,7225,Restaurants and Other Eating Places,18713037,38,38202137225
P,2020 - 2021,September - November,3,OTSEGO,7225,Restaurants and Other Eating Places,17099926,39,39202137225
P,2020 - 2021,September - November,3,PUTNAM,7225,Restaurants and Other Eating Places,26336575,40,40202137225
P,2020 - 2021,September - November,3,RENSSELAER,7225,Restaurants and Other Eating Places,41443271,41,41202137225
P,2020 - 2021,September - November,3,ROCKLAND,7225,Restaurants and Other Eating Places,93436470,42,42202137225
P,2020 - 2021,September - November,3,SARATOGA,7225,Restaurants and Other Eating Places,94200811,43,43202137225
P,2020 - 2021,September - November,3,SCHENECTADY,7225,Restaurants and Other Eating Places,44295527,44,44202137225
P,2020 - 2021,September - November,3,SCHOHARIE,7225,Restaurants and Other Eating Places,6089409,45,45202137225
P,2020 - 2021,September - November,3,SCHUYLER,7225,Restaurants and Other Eating Places,5442843,46,46202137225
P,2020 - 2021,September - November,3,SENECA,7225,Restaurants and Other Eating Places,9256253,47,47202137225
P,2020 - 2021,September - November,3,ST LAWRENCE,7225,Restaurants and Other Eating Places,23147441,48,48202137225
P,2020 - 2021,September - November,3,STEUBEN,7225,Restaurants and Other Eating Places,22122651,49,49202137225
P,2020 - 2021,September - November,3,SUFFOLK,7225,Restaurants and Other Eating Places,738066928,50,50202137225
P,2020 - 2021,September - November,3,SULLIVAN,7225,Restaurants and Other Eating Places,16339398,51,51202137225
P,2020 - 2021,September - November,3,TIOGA,7225,Restaurants and Other Eating Places,7734358,52,52202137225
P,2020 - 2021,September - November,3,TOMPKINS,7225,Restaurants and Other Eating Places,30037991,53,53202137225
P,2020 - 2021,September - November,3,ULSTER,7225,Restaurants and Other Eating Places,68519860,54,54202137225
P,2020 - 2021,September - November,3,WARREN,7225,Restaurants and Other Eating Places,43667774,55,55202137225
P,2020 - 2021,September - November,3,WASHINGTON,7225,Restaurants and Other Eating Places,7786162,56,56202137225
P,2020 - 2021,September - November,3,WAYNE,7225,Restaurants and Other Eating Places,17567130,57,57202137225
P,2020 - 2021,September - November,3,WESTCHESTER,7225,Restaurants and Other Eating Places,400612273,58,58202137225
P,2020 - 2021,September - November,3,WYOMING,7225,Restaurants and Other Eating Places,9064780,59,59202137225
P,2020 - 2021,September - November,3,YATES,7225,Restaurants and Other Eating Places,4295082,60,60202137225
P,2020 - 2021,June - August,2,NY STATE,7225,Restaurants and Other Eating Places,6622731190,1,1202127225
P,2020 - 2021,June - August,2,MCTD,7225,Restaurants and Other Eating Places,4513970724,2,2202127225
P,2020 - 2021,June - August,2,ALBANY,7225,Restaurants and Other Eating Places,114420042,3,3202127225
P,2020 - 2021,June - August,2,ALLEGANY,7225,Restaurants and Other Eating Places,7474998,4,4202127225
P,2020 - 2021,June - August,2,BROOME,7225,Restaurants and Other Eating Places,64014604,5,5202127225
P,2020 - 2021,June - August,2,CATTARAUGUS,7225,Restaurants and Other Eating Places,20154790,6,6202127225
P,2020 - 2021,June - August,2,CAYUGA,7225,Restaurants and Other Eating Places,19475221,7,7202127225
P,2020 - 2021,June - August,2,CHAUTAUQUA,7225,Restaurants and Other Eating Places,43239814,8,8202127225
P,2020 - 2021,June - August,2,CHEMUNG,7225,Restaurants and Other Eating Places,28966293,9,9202127225
P,2020 - 2021,June - August,2,CHENANGO,7225,Restaurants and Other Eating Places,8020505,10,10202127225
P,2020 - 2021,June - August,2,CLINTON,7225,Restaurants and Other Eating Places,26236318,11,11202127225
P,2020 - 2021,June - August,2,COLUMBIA,7225,Restaurants and Other Eating Places,18150430,12,12202127225
P,2020 - 2021,June - August,2,CORTLAND,7225,Restaurants and Other Eating Places,13341009,13,13202127225
P,2020 - 2021,June - August,2,DELAWARE,7225,Restaurants and Other Eating Places,8568586,14,14202127225
P,2020 - 2021,June - August,2,DUTCHESS,7225,Restaurants and Other Eating Places,101509057,15,15202127225
P,2020 - 2021,June - August,2,ERIE,7225,Restaurants and Other Eating Places,380365142,16,16202127225
P,2020 - 2021,June - August,2,ESSEX,7225,Restaurants and Other Eating Places,19085791,17,17202127225
P,2020 - 2021,June - August,2,FRANKLIN,7225,Restaurants and Other Eating Places,10125095,18,18202127225
P,2020 - 2021,June - August,2,FULTON,7225,Restaurants and Other Eating Places,15690534,19,19202127225
P,2020 - 2021,June - August,2,GENESEE,7225,Restaurants and Other Eating Places,20156983,20,20202127225
P,2020 - 2021,June - August,2,GREENE,7225,Restaurants and Other Eating Places,16175029,21,21202127225
P,2020 - 2021,June - August,2,HAMILTON,7225,Restaurants and Other Eating Places,2799700,22,22202127225
P,2020 - 2021,June - August,2,HERKIMER,7225,Restaurants and Other Eating Places,17968837,23,23202127225
P,2020 - 2021,June - August,2,JEFFERSON,7225,Restaurants and Other Eating Places,49316499,24,24202127225
P,2020 - 2021,June - August,2,LEWIS,7225,Restaurants and Other Eating Places,4930288,25,25202127225
P,2020 - 2021,June - August,2,LIVINGSTON,7225,Restaurants and Other Eating Places,18746768,26,26202127225
P,2020 - 2021,June - August,2,MADISON,7225,Restaurants and Other Eating Places,15845355,27,27202127225
P,2020 - 2021,June - August,2,MONROE,7225,Restaurants and Other Eating Places,261489766,28,28202127225
P,2020 - 2021,June - August,2,MONTGOMERY,7225,Restaurants and Other Eating Places,12166608,29,29202127225
P,2020 - 2021,June - August,2,NASSAU,7225,Restaurants and Other Eating Places,629176146,30,30202127225
P,2020 - 2021,June - August,2,NIAGARA,7225,Restaurants and Other Eating Places,72872195,31,31202127225
P,2020 - 2021,June - August,2,NY CITY,7225,Restaurants and Other Eating Places,2379978694,32,32202127225
P,2020 - 2021,June - August,2,ONEIDA,7225,Restaurants and Other Eating Places,70465491,33,33202127225
P,2020 - 2021,June - August,2,ONONDAGA,7225,Restaurants and Other Eating Places,167320891,34,34202127225
P,2020 - 2021,June - August,2,ONTARIO,7225,Restaurants and Other Eating Places,46486354,35,35202127225
P,2020 - 2021,June - August,2,ORANGE,7225,Restaurants and Other Eating Places,129805700,36,36202127225
P,2020 - 2021,June - August,2,ORLEANS,7225,Restaurants and Other Eating Places,8157722,37,37202127225
P,2020 - 2021,June - August,2,OSWEGO,7225,Restaurants and Other Eating Places,20625574,38,38202127225
P,2020 - 2021,June - August,2,OTSEGO,7225,Restaurants and Other Eating Places,18867273,39,39202127225
P,2020 - 2021,June - August,2,PUTNAM,7225,Restaurants and Other Eating Places,25913743,40,40202127225
P,2020 - 2021,June - August,2,RENSSELAER,7225,Restaurants and Other Eating Places,39751500,41,41202127225
P,2020 - 2021,June - August,2,ROCKLAND,7225,Restaurants and Other Eating Places,89120601,42,42202127225
P,2020 - 2021,June - August,2,SARATOGA,7225,Restaurants and Other Eating Places,96216515,43,43202127225
P,2020 - 2021,June - August,2,SCHENECTADY,7225,Restaurants and Other Eating Places,42479786,44,44202127225
P,2020 - 2021,June - August,2,SCHOHARIE,7225,Restaurants and Other Eating Places,6090995,45,45202127225
P,2020 - 2021,June - August,2,SCHUYLER,7225,Restaurants and Other Eating Places,7025649,46,46202127225
P,2020 - 2021,June - August,2,SENECA,7225,Restaurants and Other Eating Places,9724108,47,47202127225
P,2020 - 2021,June - August,2,ST LAWRENCE,7225,Restaurants and Other Eating Places,24096856,48,48202127225
P,2020 - 2021,June - August,2,STEUBEN,7225,Restaurants and Other Eating Places,24019610,49,49202127225
P,2020 - 2021,June - August,2,SUFFOLK,7225,Restaurants and Other Eating Places,793991065,50,50202127225
P,2020 - 2021,June - August,2,SULLIVAN,7225,Restaurants and Other Eating Places,20028353,51,51202127225
P,2020 - 2021,June - August,2,TIOGA,7225,Restaurants and Other Eating Places,8210528,52,52202127225
P,2020 - 2021,June - August,2,TOMPKINS,7225,Restaurants and Other Eating Places,27008183,53,53202127225
P,2020 - 2021,June - August,2,ULSTER,7225,Restaurants and Other Eating Places,65464005,54,54202127225
P,2020 - 2021,June - August,2,WARREN,7225,Restaurants and Other Eating Places,64232498,55,55202127225
P,2020 - 2021,June - August,2,WASHINGTON,7225,Restaurants and Other Eating Places,8647510,56,56202127225
P,2020 - 2021,June - August,2,WAYNE,7225,Restaurants and Other Eating Places,19869131,57,57202127225
P,2020 - 2021,June - August,2,WESTCHESTER,7225,Restaurants and Other Eating Places,364682233,58,58202127225
P,2020 - 2021,June - August,2,WYOMING,7225,Restaurants and Other Eating Places,10107568,59,59202127225
P,2020 - 2021,June - August,2,YATES,7225,Restaurants and Other Eating Places,5307324,60,60202127225
P,2020 - 2021,March - May,1,NY STATE,7225,Restaurants and Other Eating Places,4555937749,1,1202117225
P,2020 - 2021,March - May,1,MCTD,7225,Restaurants and Other Eating Places,3122999433,2,2202117225
P,2020 - 2021,March - May,1,ALBANY,7225,Restaurants and Other Eating Places,85112288,3,3202117225
P,2020 - 2021,March - May,1,ALLEGANY,7225,Restaurants and Other Eating Places,4996025,4,4202117225
P,2020 - 2021,March - May,1,BROOME,7225,Restaurants and Other Eating Places,50036872,5,5202117225
P,2020 - 2021,March - May,1,CATTARAUGUS,7225,Restaurants and Other Eating Places,13845730,6,6202117225
P,2020 - 2021,March - May,1,CAYUGA,7225,Restaurants and Other Eating Places,13987388,7,7202117225
P,2020 - 2021,March - May,1,CHAUTAUQUA,7225,Restaurants and Other Eating Places,29595804,8,8202117225
P,2020 - 2021,March - May,1,CHEMUNG,7225,Restaurants and Other Eating Places,23482841,9,9202117225
P,2020 - 2021,March - May,1,CHENANGO,7225,Restaurants and Other Eating Places,5981250,10,10202117225
P,2020 - 2021,March - May,1,CLINTON,7225,Restaurants and Other Eating Places,18381141,11,11202117225
P,2020 - 2021,March - May,1,COLUMBIA,7225,Restaurants and Other Eating Places,11088121,12,12202117225
P,2020 - 2021,March - May,1,CORTLAND,7225,Restaurants and Other Eating Places,9921363,13,13202117225
P,2020 - 2021,March - May,1,DELAWARE,7225,Restaurants and Other Eating Places,5473385,14,14202117225
P,2020 - 2021,March - May,1,DUTCHESS,7225,Restaurants and Other Eating Places,67411925,15,15202117225
P,2020 - 2021,March - May,1,ERIE,7225,Restaurants and Other Eating Places,264914062,16,16202117225
P,2020 - 2021,March - May,1,ESSEX,7225,Restaurants and Other Eating Places,5624412,17,17202117225
P,2020 - 2021,March - May,1,FRANKLIN,7225,Restaurants and Other Eating Places,6330081,18,18202117225
P,2020 - 2021,March - May,1,FULTON,7225,Restaurants and Other Eating Places,10567909,19,19202117225
P,2020 - 2021,March - May,1,GENESEE,7225,Restaurants and Other Eating Places,14414230,20,20202117225
P,2020 - 2021,March - May,1,GREENE,7225,Restaurants and Other Eating Places,8621222,21,21202117225
P,2020 - 2021,March - May,1,HAMILTON,7225,Restaurants and Other Eating Places,451754,22,22202117225
P,2020 - 2021,March - May,1,HERKIMER,7225,Restaurants and Other Eating Places,9812295,23,23202117225
P,2020 - 2021,March - May,1,JEFFERSON,7225,Restaurants and Other Eating Places,30414783,24,24202117225
P,2020 - 2021,March - May,1,LEWIS,7225,Restaurants and Other Eating Places,3308878,25,25202117225
P,2020 - 2021,March - May,1,LIVINGSTON,7225,Restaurants and Other Eating Places,12856801,26,26202117225
P,2020 - 2021,March - May,1,MADISON,7225,Restaurants and Other Eating Places,10612981,27,27202117225
P,2020 - 2021,March - May,1,MONROE,7225,Restaurants and Other Eating Places,186856309,28,28202117225
P,2020 - 2021,March - May,1,MONTGOMERY,7225,Restaurants and Other Eating Places,9435017,29,29202117225
P,2020 - 2021,March - May,1,NASSAU,7225,Restaurants and Other Eating Places,381927357,30,30202117225
P,2020 - 2021,March - May,1,NIAGARA,7225,Restaurants and Other Eating Places,48026069,31,31202117225
P,2020 - 2021,March - May,1,NY CITY,7225,Restaurants and Other Eating Places,1880118474,32,32202117225
P,2020 - 2021,March - May,1,ONEIDA,7225,Restaurants and Other Eating Places,49891871,33,33202117225
P,2020 - 2021,March - May,1,ONONDAGA,7225,Restaurants and Other Eating Places,121217294,34,34202117225
P,2020 - 2021,March - May,1,ONTARIO,7225,Restaurants and Other Eating Places,30392378,35,35202117225
P,2020 - 2021,March - May,1,ORANGE,7225,Restaurants and Other Eating Places,85561793,36,36202117225
P,2020 - 2021,March - May,1,ORLEANS,7225,Restaurants and Other Eating Places,6254609,37,37202117225
P,2020 - 2021,March - May,1,OSWEGO,7225,Restaurants and Other Eating Places,14391364,38,38202117225
P,2020 - 2021,March - May,1,OTSEGO,7225,Restaurants and Other Eating Places,11681377,39,39202117225
P,2020 - 2021,March - May,1,PUTNAM,7225,Restaurants and Other Eating Places,15178200,40,40202117225
P,2020 - 2021,March - May,1,RENSSELAER,7225,Restaurants and Other Eating Places,32202058,41,41202117225
P,2020 - 2021,March - May,1,ROCKLAND,7225,Restaurants and Other Eating Places,54233943,42,42202117225
P,2020 - 2021,March - May,1,SARATOGA,7225,Restaurants and Other Eating Places,57217170,43,43202117225
P,2020 - 2021,March - May,1,SCHENECTADY,7225,Restaurants and Other Eating Places,32842168,44,44202117225
P,2020 - 2021,March - May,1,SCHOHARIE,7225,Restaurants and Other Eating Places,4290337,45,45202117225
P,2020 - 2021,March - May,1,SCHUYLER,7225,Restaurants and Other Eating Places,2818001,46,46202117225
P,2020 - 2021,March - May,1,SENECA,7225,Restaurants and Other Eating Places,5967343,47,47202117225
P,2020 - 2021,March - May,1,ST LAWRENCE,7225,Restaurants and Other Eating Places,17975754,48,48202117225
P,2020 - 2021,March - May,1,STEUBEN,7225,Restaurants and Other Eating Places,15680182,49,49202117225
P,2020 - 2021,March - May,1,SUFFOLK,7225,Restaurants and Other Eating Places,413471552,50,50202117225
P,2020 - 2021,March - May,1,SULLIVAN,7225,Restaurants and Other Eating Places,10467972,51,51202117225
P,2020 - 2021,March - May,1,TIOGA,7225,Restaurants and Other Eating Places,6266157,52,52202117225
P,2020 - 2021,March - May,1,TOMPKINS,7225,Restaurants and Other Eating Places,18848805,53,53202117225
P,2020 - 2021,March - May,1,ULSTER,7225,Restaurants and Other Eating Places,36811311,54,54202117225
P,2020 - 2021,March - May,1,WARREN,7225,Restaurants and Other Eating Places,26004243,55,55202117225
P,2020 - 2021,March - May,1,WASHINGTON,7225,Restaurants and Other Eating Places,6580797,56,56202117225
P,2020 - 2021,March - May,1,WAYNE,7225,Restaurants and Other Eating Places,13857317,57,57202117225
P,2020 - 2021,March - May,1,WESTCHESTER,7225,Restaurants and Other Eating Places,224097149,58,58202117225
P,2020 - 2021,March - May,1,WYOMING,7225,Restaurants and Other Eating Places,6343448,59,59202117225
P,2020 - 2021,March - May,1,YATES,7225,Restaurants and Other Eating Places,3031612,60,60202117225
P,2019 - 2020,December - February,4,NY STATE,7225,Restaurants and Other Eating Places,10013071108,1,1202047225
P,2019 - 2020,December - February,4,MCTD,7225,Restaurants and Other Eating Places,7873684008,2,2202047225
P,2019 - 2020,December - February,4,ALBANY,7225,Restaurants and Other Eating Places,154820892,3,3202047225
P,2019 - 2020,December - February,4,ALLEGANY,7225,Restaurants and Other Eating Places,6650031,4,4202047225
P,2019 - 2020,December - February,4,BROOME,7225,Restaurants and Other Eating Places,70453166,5,5202047225
P,2019 - 2020,December - February,4,CATTARAUGUS,7225,Restaurants and Other Eating Places,23125361,6,6202047225
P,2019 - 2020,December - February,4,CAYUGA,7225,Restaurants and Other Eating Places,18361110,7,7202047225
P,2019 - 2020,December - February,4,CHAUTAUQUA,7225,Restaurants and Other Eating Places,36876656,8,8202047225
P,2019 - 2020,December - February,4,CHEMUNG,7225,Restaurants and Other Eating Places,32762764,9,9202047225
P,2019 - 2020,December - February,4,CHENANGO,7225,Restaurants and Other Eating Places,7514848,10,10202047225
P,2019 - 2020,December - February,4,CLINTON,7225,Restaurants and Other Eating Places,26061955,11,11202047225
P,2019 - 2020,December - February,4,COLUMBIA,7225,Restaurants and Other Eating Places,17759925,12,12202047225
P,2019 - 2020,December - February,4,CORTLAND,7225,Restaurants and Other Eating Places,13279900,13,13202047225
P,2019 - 2020,December - February,4,DELAWARE,7225,Restaurants and Other Eating Places,6889423,14,14202047225
P,2019 - 2020,December - February,4,DUTCHESS,7225,Restaurants and Other Eating Places,110146591,15,15202047225
P,2019 - 2020,December - February,4,ERIE,7225,Restaurants and Other Eating Places,411091894,16,16202047225
P,2019 - 2020,December - February,4,ESSEX,7225,Restaurants and Other Eating Places,12886866,17,17202047225
P,2019 - 2020,December - February,4,FRANKLIN,7225,Restaurants and Other Eating Places,8055021,18,18202047225
P,2019 - 2020,December - February,4,FULTON,7225,Restaurants and Other Eating Places,12741751,19,19202047225
P,2019 - 2020,December - February,4,GENESEE,7225,Restaurants and Other Eating Places,20441355,20,20202047225
P,2019 - 2020,December - February,4,GREENE,7225,Restaurants and Other Eating Places,15292147,21,21202047225
P,2019 - 2020,December - February,4,HAMILTON,7225,Restaurants and Other Eating Places,933726,22,22202047225
P,2019 - 2020,December - February,4,HERKIMER,7225,Restaurants and Other Eating Places,14263230,23,23202047225
P,2019 - 2020,December - February,4,JEFFERSON,7225,Restaurants and Other Eating Places,37916033,24,24202047225
P,2019 - 2020,December - February,4,LEWIS,7225,Restaurants and Other Eating Places,5324115,25,25202047225
P,2019 - 2020,December - February,4,LIVINGSTON,7225,Restaurants and Other Eating Places,16121122,26,26202047225
P,2019 - 2020,December - February,4,MADISON,7225,Restaurants and Other Eating Places,14602522,27,27202047225
P,2019 - 2020,December - February,4,MONROE,7225,Restaurants and Other Eating Places,280933816,28,28202047225
P,2019 - 2020,December - February,4,MONTGOMERY,7225,Restaurants and Other Eating Places,11834913,29,29202047225
P,2019 - 2020,December - February,4,NASSAU,7225,Restaurants and Other Eating Places,699187976,30,30202047225
P,2019 - 2020,December - February,4,NIAGARA,7225,Restaurants and Other Eating Places,65133371,31,31202047225
P,2019 - 2020,December - February,4,NY CITY,7225,Restaurants and Other Eating Places,5697141892,32,32202047225
P,2019 - 2020,December - February,4,ONEIDA,7225,Restaurants and Other Eating Places,70224879,33,33202047225
P,2019 - 2020,December - February,4,ONONDAGA,7225,Restaurants and Other Eating Places,195502040,34,34202047225
P,2019 - 2020,December - February,4,ONTARIO,7225,Restaurants and Other Eating Places,48677585,35,35202047225
P,2019 - 2020,December - February,4,ORANGE,7225,Restaurants and Other Eating Places,135243783,36,36202047225
P,2019 - 2020,December - February,4,ORLEANS,7225,Restaurants and Other Eating Places,6486681,37,37202047225
P,2019 - 2020,December - February,4,OSWEGO,7225,Restaurants and Other Eating Places,15508760,38,38202047225
P,2019 - 2020,December - February,4,OTSEGO,7225,Restaurants and Other Eating Places,16785153,39,39202047225
P,2019 - 2020,December - February,4,PUTNAM,7225,Restaurants and Other Eating Places,25081179,40,40202047225
P,2019 - 2020,December - February,4,RENSSELAER,7225,Restaurants and Other Eating Places,47007967,41,41202047225
P,2019 - 2020,December - February,4,ROCKLAND,7225,Restaurants and Other Eating Places,104625720,42,42202047225
P,2019 - 2020,December - February,4,SARATOGA,7225,Restaurants and Other Eating Places,94546260,43,43202047225
P,2019 - 2020,December - February,4,SCHENECTADY,7225,Restaurants and Other Eating Places,44182519,44,44202047225
P,2019 - 2020,December - February,4,SCHOHARIE,7225,Restaurants and Other Eating Places,5305046,45,45202047225
P,2019 - 2020,December - February,4,SCHUYLER,7225,Restaurants and Other Eating Places,3259079,46,46202047225
P,2019 - 2020,December - February,4,SENECA,7225,Restaurants and Other Eating Places,8022538,47,47202047225
P,2019 - 2020,December - February,4,ST LAWRENCE,7225,Restaurants and Other Eating Places,23005751,48,48202047225
P,2019 - 2020,December - February,4,STEUBEN,7225,Restaurants and Other Eating Places,22170177,49,49202047225
P,2019 - 2020,December - February,4,SUFFOLK,7225,Restaurants and Other Eating Places,669283915,50,50202047225
P,2019 - 2020,December - February,4,SULLIVAN,7225,Restaurants and Other Eating Places,13320100,51,51202047225
P,2019 - 2020,December - February,4,TIOGA,7225,Restaurants and Other Eating Places,7424813,52,52202047225
P,2019 - 2020,December - February,4,TOMPKINS,7225,Restaurants and Other Eating Places,33230424,53,53202047225
P,2019 - 2020,December - February,4,ULSTER,7225,Restaurants and Other Eating Places,63293965,54,54202047225
P,2019 - 2020,December - February,4,WARREN,7225,Restaurants and Other Eating Places,36971447,55,55202047225
P,2019 - 2020,December - February,4,WASHINGTON,7225,Restaurants and Other Eating Places,7600896,56,56202047225
P,2019 - 2020,December - February,4,WAYNE,7225,Restaurants and Other Eating Places,15955367,57,57202047225
P,2019 - 2020,December - February,4,WESTCHESTER,7225,Restaurants and Other Eating Places,429594880,58,58202047225
P,2019 - 2020,December - February,4,WYOMING,7225,Restaurants and Other Eating Places,7183211,59,59202047225
P,2019 - 2020,December - February,4,YATES,7225,Restaurants and Other Eating Places,3540915,60,60202047225
P,2019 - 2020,September - November,3,NY STATE,7225,Restaurants and Other Eating Places,10447005754,1,1202037225
P,2019 - 2020,September - November,3,MCTD,7225,Restaurants and Other Eating Places,8134180681,2,2202037225
P,2019 - 2020,September - November,3,ALBANY,7225,Restaurants and Other Eating Places,160026456,3,3202037225
P,2019 - 2020,September - November,3,ALLEGANY,7225,Restaurants and Other Eating Places,7742182,4,4202037225
P,2019 - 2020,September - November,3,BROOME,7225,Restaurants and Other Eating Places,73541443,5,5202037225
P,2019 - 2020,September - November,3,CATTARAUGUS,7225,Restaurants and Other Eating Places,22216276,6,6202037225
P,2019 - 2020,September - November,3,CAYUGA,7225,Restaurants and Other Eating Places,21359717,7,7202037225
P,2019 - 2020,September - November,3,CHAUTAUQUA,7225,Restaurants and Other Eating Places,39993088,8,8202037225
P,2019 - 2020,September - November,3,CHEMUNG,7225,Restaurants and Other Eating Places,32247285,9,9202037225
P,2019 - 2020,September - November,3,CHENANGO,7225,Restaurants and Other Eating Places,8421440,10,10202037225
P,2019 - 2020,September - November,3,CLINTON,7225,Restaurants and Other Eating Places,28762017,11,11202037225
P,2019 - 2020,September - November,3,COLUMBIA,7225,Restaurants and Other Eating Places,20216414,12,12202037225
P,2019 - 2020,September - November,3,CORTLAND,7225,Restaurants and Other Eating Places,14881957,13,13202037225
P,2019 - 2020,September - November,3,DELAWARE,7225,Restaurants and Other Eating Places,8321942,14,14202037225
P,2019 - 2020,September - November,3,DUTCHESS,7225,Restaurants and Other Eating Places,120291128,15,15202037225
P,2019 - 2020,September - November,3,ERIE,7225,Restaurants and Other Eating Places,422757649,16,16202037225
P,2019 - 2020,September - November,3,ESSEX,7225,Restaurants and Other Eating Places,14906112,17,17202037225
P,2019 - 2020,September - November,3,FRANKLIN,7225,Restaurants and Other Eating Places,9124457,18,18202037225
P,2019 - 2020,September - November,3,FULTON,7225,Restaurants and Other Eating Places,13759613,19,19202037225
P,2019 - 2020,September - November,3,GENESEE,7225,Restaurants and Other Eating Places,21928753,20,20202037225
P,2019 - 2020,September - November,3,GREENE,7225,Restaurants and Other Eating Places,16547387,21,21202037225
P,2019 - 2020,September - November,3,HAMILTON,7225,Restaurants and Other Eating Places,1520938,22,22202037225
P,2019 - 2020,September - November,3,HERKIMER,7225,Restaurants and Other Eating Places,16393002,23,23202037225
P,2019 - 2020,September - November,3,JEFFERSON,7225,Restaurants and Other Eating Places,43999575,24,24202037225
P,2019 - 2020,September - November,3,LEWIS,7225,Restaurants and Other Eating Places,4912379,25,25202037225
P,2019 - 2020,September - November,3,LIVINGSTON,7225,Restaurants and Other Eating Places,18647926,26,26202037225
P,2019 - 2020,September - November,3,MADISON,7225,Restaurants and Other Eating Places,17027655,27,27202037225
P,2019 - 2020,September - November,3,MONROE,7225,Restaurants and Other Eating Places,292868373,28,28202037225
P,2019 - 2020,September - November,3,MONTGOMERY,7225,Restaurants and Other Eating Places,13414156,29,29202037225
P,2019 - 2020,September - November,3,NASSAU,7225,Restaurants and Other Eating Places,688947648,30,30202037225
P,2019 - 2020,September - November,3,NIAGARA,7225,Restaurants and Other Eating Places,73585171,31,31202037225
P,2019 - 2020,September - November,3,NY CITY,7225,Restaurants and Other Eating Places,5873284856,32,32202037225
