Status,Sales Tax Year,Selling Period,Sales Tax Quarter,Jurisdiction,NAICS Industry Group,Description,Taxable Sales and Purchases,Jurisdiction Sort Order,Row Update Indicator
P,2020 - 2021,September - November,3,NY STATE,4441,Building Material and Supplies Dealers,4342762561,1,1202134441
P,2020 - 2021,September - November,3,MCTD,4441,Building Material and Supplies Dealers,2532197887,2,2202134441
P,2020 - 2021,September - November,3,ALBANY,4441,Building Material and Supplies Dealers,94263080,3,3202134441
P,2020 - 2021,September - November,3,ALLEGANY,4441,Building Material and Supplies Dealers,5860496,4,4202134441
P,2020 - 2021,September - November,3,BROOME,4441,Building Material and Supplies Dealers,50434757,5,5202134441
P,2020 - 2021,September - November,3,CATTARAUGUS,4441,Building Material and Supplies Dealers,21724948,6,6202134441
P,2020 - 2021,September - November,3,CAYUGA,4441,Building Material and Supplies Dealers,23381392,7,7202134441
P,2020 - 2021,September - November,3,CHAUTAUQUA,4441,Building Material and Supplies Dealers,36602335,8,8202134441
P,2020 - 2021,September - November,3,CHEMUNG,4441,Building Material and Supplies Dealers,22626086,9,9202134441
P,2020 - 2021,September - November,3,CHENANGO,4441,Building Material and Supplies Dealers,11870557,10,10202134441
P,2020 - 2021,September - November,3,CLINTON,4441,Building Material and Supplies Dealers,30347431,11,11202134441
P,2020 - 2021,September - November,3,COLUMBIA,4441,Building Material and Supplies Dealers,30381409,12,12202134441
P,2020 - 2021,September - November,3,CORTLAND,4441,Building Material and Supplies Dealers,17736850,13,13202134441
P,2020 - 2021,September - November,3,DELAWARE,4441,Building Material and Supplies Dealers,17052152,14,14202134441
P,2020 - 2021,September - November,3,DUTCHESS,4441,Building Material and Supplies Dealers,99476982,15,15202134441
P,2020 - 2021,September - November,3,ERIE,4441,Building Material and Supplies Dealers,236576383,16,16202134441
P,2020 - 2021,September - November,3,ESSEX,4441,Building Material and Supplies Dealers,18413879,17,17202134441
P,2020 - 2021,September - November,3,FRANKLIN,4441,Building Material and Supplies Dealers,15590244,18,18202134441
P,2020 - 2021,September - November,3,FULTON,4441,Building Material and Supplies Dealers,13817635,19,19202134441
P,2020 - 2021,September - November,3,GENESEE,4441,Building Material and Supplies Dealers,16404691,20,20202134441
P,2020 - 2021,September - November,3,GREENE,4441,Building Material and Supplies Dealers,29063239,21,21202134441
P,2020 - 2021,September - November,3,HAMILTON,4441,Building Material and Supplies Dealers,2607406,22,22202134441
P,2020 - 2021,September - November,3,HERKIMER,4441,Building Material and Supplies Dealers,16168770,23,23202134441
P,2020 - 2021,September - November,3,JEFFERSON,4441,Building Material and Supplies Dealers,41780604,24,24202134441
P,2020 - 2021,September - November,3,LEWIS,4441,Building Material and Supplies Dealers,7241414,25,25202134441
P,2020 - 2021,September - November,3,LIVINGSTON,4441,Building Material and Supplies Dealers,11321173,26,26202134441
P,2020 - 2021,September - November,3,MADISON,4441,Building Material and Supplies Dealers,25769653,27,27202134441
P,2020 - 2021,September - November,3,MONROE,4441,Building Material and Supplies Dealers,170382275,28,28202134441
P,2020 - 2021,September - November,3,MONTGOMERY,4441,Building Material and Supplies Dealers,24352819,29,29202134441
P,2020 - 2021,September - November,3,NASSAU,4441,Building Material and Supplies Dealers,357805948,30,30202134441
P,2020 - 2021,September - November,3,NIAGARA,4441,Building Material and Supplies Dealers,50515129,31,31202134441
P,2020 - 2021,September - November,3,NY CITY,4441,Building Material and Supplies Dealers,958930839,32,32202134441
P,2020 - 2021,September - November,3,ONEIDA,4441,Building Material and Supplies Dealers,65967522,33,33202134441
P,2020 - 2021,September - November,3,ONONDAGA,4441,Building Material and Supplies Dealers,135683253,34,34202134441
P,2020 - 2021,September - November,3,ONTARIO,4441,Building Material and Supplies Dealers,43042648,35,35202134441
P,2020 - 2021,September - November,3,ORANGE,4441,Building Material and Supplies Dealers,120478069,36,36202134441
P,2020 - 2021,September - November,3,ORLEANS,4441,Building Material and Supplies Dealers,5524193,37,37202134441
P,2020 - 2021,September - November,3,OSWEGO,4441,Building Material and Supplies Dealers,14599722,38,38202134441
P,2020 - 2021,September - November,3,OTSEGO,4441,Building Material and Supplies Dealers,25031123,39,39202134441
P,2020 - 2021,September - November,3,PUTNAM,4441,Building Material and Supplies Dealers,34107713,40,40202134441
P,2020 - 2021,September - November,3,RENSSELAER,4441,Building Material and Supplies Dealers,39973047,41,41202134441
P,2020 - 2021,September - November,3,ROCKLAND,4441,Building Material and Supplies Dealers,82492352,42,42202134441
P,2020 - 2021,September - November,3,SARATOGA,4441,Building Material and Supplies Dealers,92198323,43,43202134441
P,2020 - 2021,September - November,3,SCHENECTADY,4441,Building Material and Supplies Dealers,40410111,44,44202134441
P,2020 - 2021,September - November,3,SCHOHARIE,4441,Building Material and Supplies Dealers,4815647,45,45202134441
P,2020 - 2021,September - November,3,SCHUYLER,4441,Building Material and Supplies Dealers,2128700,46,46202134441
P,2020 - 2021,September - November,3,SENECA,4441,Building Material and Supplies Dealers,12524221,47,47202134441
P,2020 - 2021,September - November,3,ST LAWRENCE,4441,Building Material and Supplies Dealers,38255839,48,48202134441
P,2020 - 2021,September - November,3,STEUBEN,4441,Building Material and Supplies Dealers,32152732,49,49202134441
P,2020 - 2021,September - November,3,SUFFOLK,4441,Building Material and Supplies Dealers,611088247,50,50202134441
P,2020 - 2021,September - November,3,SULLIVAN,4441,Building Material and Supplies Dealers,27120663,51,51202134441
P,2020 - 2021,September - November,3,TIOGA,4441,Building Material and Supplies Dealers,5806232,52,52202134441
P,2020 - 2021,September - November,3,TOMPKINS,4441,Building Material and Supplies Dealers,27560393,53,53202134441
P,2020 - 2021,September - November,3,ULSTER,4441,Building Material and Supplies Dealers,67459917,54,54202134441
P,2020 - 2021,September - November,3,WARREN,4441,Building Material and Supplies Dealers,43810853,55,55202134441
P,2020 - 2021,September - November,3,WASHINGTON,4441,Building Material and Supplies Dealers,12680614,56,56202134441
P,2020 - 2021,September - November,3,WAYNE,4441,Building Material and Supplies Dealers,23329688,57,57202134441
P,2020 - 2021,September - November,3,WESTCHESTER,4441,Building Material and Supplies Dealers,268305360,58,58202134441
P,2020 - 2021,September - November,3,WYOMING,4441,Building Material and Supplies Dealers,7783076,59,59202134441
P,2020 - 2021,September - November,3,YATES,4441,Building Material and Supplies Dealers,7869252,60,60202134441
P,2020 - 2021,June - August,2,NY STATE,4441,Building Material and Supplies Dealers,4779187138,1,1202124441
P,2020 - 2021,June - August,2,MCTD,4441,Building Material and Supplies Dealers,2707453865,2,2202124441
P,2020 - 2021,June - August,2,ALBANY,4441,Building Material and Supplies Dealers,100656742,3,3202124441
P,2020 - 2021,June - August,2,ALLEGANY,4441,Building Material and Supplies Dealers,7269078,4,4202124441
P,2020 - 2021,June - August,2,BROOME,4441,Building Material and Supplies Dealers,59493899,5,5202124441
P,2020 - 2021,June - August,2,CATTARAUGUS,4441,Building Material and Supplies Dealers,26515475,6,6202124441
P,2020 - 2021,June - August,2,CAYUGA,4441,Building Material and Supplies Dealers,27193432,7,7202124441
P,2020 - 2021,June - August,2,CHAUTAUQUA,4441,Building Material and Supplies Dealers,45400069,8,8202124441
P,2020 - 2021,June - August,2,CHEMUNG,4441,Building Material and Supplies Dealers,27720208,9,9202124441
P,2020 - 2021,June - August,2,CHENANGO,4441,Building Material and Supplies Dealers,14059123,10,10202124441
P,2020 - 2021,June - August,2,CLINTON,4441,Building Material and Supplies Dealers,34057922,11,11202124441
P,2020 - 2021,June - August,2,COLUMBIA,4441,Building Material and Supplies Dealers,30314847,12,12202124441
P,2020 - 2021,June - August,2,CORTLAND,4441,Building Material and Supplies Dealers,20426658,13,13202124441
P,2020 - 2021,June - August,2,DELAWARE,4441,Building Material and Supplies Dealers,18470477,14,14202124441
P,2020 - 2021,June - August,2,DUTCHESS,4441,Building Material and Supplies Dealers,104167002,15,15202124441
P,2020 - 2021,June - August,2,ERIE,4441,Building Material and Supplies Dealers,274912466,16,16202124441
P,2020 - 2021,June - August,2,ESSEX,4441,Building Material and Supplies Dealers,18743958,17,17202124441
P,2020 - 2021,June - August,2,FRANKLIN,4441,Building Material and Supplies Dealers,17728641,18,18202124441
P,2020 - 2021,June - August,2,FULTON,4441,Building Material and Supplies Dealers,15045063,19,19202124441
P,2020 - 2021,June - August,2,GENESEE,4441,Building Material and Supplies Dealers,19226285,20,20202124441
P,2020 - 2021,June - August,2,GREENE,4441,Building Material and Supplies Dealers,30873685,21,21202124441
P,2020 - 2021,June - August,2,HAMILTON,4441,Building Material and Supplies Dealers,2617041,22,22202124441
P,2020 - 2021,June - August,2,HERKIMER,4441,Building Material and Supplies Dealers,18171610,23,23202124441
P,2020 - 2021,June - August,2,JEFFERSON,4441,Building Material and Supplies Dealers,50193661,24,24202124441
P,2020 - 2021,June - August,2,LEWIS,4441,Building Material and Supplies Dealers,8341042,25,25202124441
P,2020 - 2021,June - August,2,LIVINGSTON,4441,Building Material and Supplies Dealers,13599694,26,26202124441
P,2020 - 2021,June - August,2,MADISON,4441,Building Material and Supplies Dealers,29592780,27,27202124441
P,2020 - 2021,June - August,2,MONROE,4441,Building Material and Supplies Dealers,195674046,28,28202124441
P,2020 - 2021,June - August,2,MONTGOMERY,4441,Building Material and Supplies Dealers,27737076,29,29202124441
P,2020 - 2021,June - August,2,NASSAU,4441,Building Material and Supplies Dealers,390708793,30,30202124441
P,2020 - 2021,June - August,2,NIAGARA,4441,Building Material and Supplies Dealers,58499022,31,31202124441
P,2020 - 2021,June - August,2,NY CITY,4441,Building Material and Supplies Dealers,1000727732,32,32202124441
P,2020 - 2021,June - August,2,ONEIDA,4441,Building Material and Supplies Dealers,77107239,33,33202124441
P,2020 - 2021,June - August,2,ONONDAGA,4441,Building Material and Supplies Dealers,156622789,34,34202124441
P,2020 - 2021,June - August,2,ONTARIO,4441,Building Material and Supplies Dealers,49571857,35,35202124441
P,2020 - 2021,June - August,2,ORANGE,4441,Building Material and Supplies Dealers,133524960,36,36202124441
P,2020 - 2021,June - August,2,ORLEANS,4441,Building Material and Supplies Dealers,6326843,37,37202124441
P,2020 - 2021,June - August,2,OSWEGO,4441,Building Material and Supplies Dealers,17203318,38,38202124441
P,2020 - 2021,June - August,2,OTSEGO,4441,Building Material and Supplies Dealers,28710255,39,39202124441
P,2020 - 2021,June - August,2,PUTNAM,4441,Building Material and Supplies Dealers,37003492,40,40202124441
P,2020 - 2021,June - August,2,RENSSELAER,4441,Building Material and Supplies Dealers,42092668,41,41202124441
P,2020 - 2021,June - August,2,ROCKLAND,4441,Building Material and Supplies Dealers,92196708,42,42202124441
P,2020 - 2021,June - August,2,SARATOGA,4441,Building Material and Supplies Dealers,97805606,43,43202124441
P,2020 - 2021,June - August,2,SCHENECTADY,4441,Building Material and Supplies Dealers,45451402,44,44202124441
P,2020 - 2021,June - August,2,SCHOHARIE,4441,Building Material and Supplies Dealers,4634429,45,45202124441
P,2020 - 2021,June - August,2,SCHUYLER,4441,Building Material and Supplies Dealers,2453143,46,46202124441
P,2020 - 2021,June - August,2,SENECA,4441,Building Material and Supplies Dealers,14461573,47,47202124441
P,2020 - 2021,June - August,2,ST LAWRENCE,4441,Building Material and Supplies Dealers,43483407,48,48202124441
P,2020 - 2021,June - August,2,STEUBEN,4441,Building Material and Supplies Dealers,38748740,49,49202124441
P,2020 - 2021,June - August,2,SUFFOLK,4441,Building Material and Supplies Dealers,663924683,50,50202124441
P,2020 - 2021,June - August,2,SULLIVAN,4441,Building Material and Supplies Dealers,32326902,51,51202124441
P,2020 - 2021,June - August,2,TIOGA,4441,Building Material and Supplies Dealers,6801196,52,52202124441
P,2020 - 2021,June - August,2,TOMPKINS,4441,Building Material and Supplies Dealers,31444087,53,53202124441
P,2020 - 2021,June - August,2,ULSTER,4441,Building Material and Supplies Dealers,71006662,54,54202124441
P,2020 - 2021,June - August,2,WARREN,4441,Building Material and Supplies Dealers,47487623,55,55202124441
P,2020 - 2021,June - August,2,WASHINGTON,4441,Building Material and Supplies Dealers,13611233,56,56202124441
P,2020 - 2021,June - August,2,WAYNE,4441,Building Material and Supplies Dealers,25973729,57,57202124441
P,2020 - 2021,June - August,2,WESTCHESTER,4441,Building Material and Supplies Dealers,285397367,58,58202124441
P,2020 - 2021,June - August,2,WYOMING,4441,Building Material and Supplies Dealers,8883437,59,59202124441
P,2020 - 2021,June - August,2,YATES,4441,Building Material and Supplies Dealers,9304881,60,60202124441
P,2020 - 2021,March - May,1,NY STATE,4441,Building Material and Supplies Dealers,3805759393,1,1202114441
P,2020 - 2021,March - May,1,MCTD,4441,Building Material and Supplies Dealers,2065979489,2,2202114441
P,2020 - 2021,March - May,1,ALBANY,4441,Building Material and Supplies Dealers,88409547,3,3202114441
P,2020 - 2021,March - May,1,ALLEGANY,4441,Building Material and Supplies Dealers,5490572,4,4202114441
P,2020 - 2021,March - May,1,BROOME,4441,Building Material and Supplies Dealers,52034499,5,5202114441
P,2020 - 2021,March - May,1,CATTARAUGUS,4441,Building Material and Supplies Dealers,21838791,6,6202114441
P,2020 - 2021,March - May,1,CAYUGA,4441,Building Material and Supplies Dealers,24166798,7,7202114441
P,2020 - 2021,March - May,1,CHAUTAUQUA,4441,Building Material and Supplies Dealers,38471976,8,8202114441
P,2020 - 2021,March - May,1,CHEMUNG,4441,Building Material and Supplies Dealers,26769705,9,9202114441
P,2020 - 2021,March - May,1,CHENANGO,4441,Building Material and Supplies Dealers,11757864,10,10202114441
P,2020 - 2021,March - May,1,CLINTON,4441,Building Material and Supplies Dealers,28236284,11,11202114441
P,2020 - 2021,March - May,1,COLUMBIA,4441,Building Material and Supplies Dealers,24824631,12,12202114441
P,2020 - 2021,March - May,1,CORTLAND,4441,Building Material and Supplies Dealers,17452966,13,13202114441
P,2020 - 2021,March - May,1,DELAWARE,4441,Building Material and Supplies Dealers,13175243,14,14202114441
P,2020 - 2021,March - May,1,DUTCHESS,4441,Building Material and Supplies Dealers,89046230,15,15202114441
P,2020 - 2021,March - May,1,ERIE,4441,Building Material and Supplies Dealers,221097414,16,16202114441
P,2020 - 2021,March - May,1,ESSEX,4441,Building Material and Supplies Dealers,12939308,17,17202114441
P,2020 - 2021,March - May,1,FRANKLIN,4441,Building Material and Supplies Dealers,12351321,18,18202114441
P,2020 - 2021,March - May,1,FULTON,4441,Building Material and Supplies Dealers,11857477,19,19202114441
P,2020 - 2021,March - May,1,GENESEE,4441,Building Material and Supplies Dealers,16952896,20,20202114441
P,2020 - 2021,March - May,1,GREENE,4441,Building Material and Supplies Dealers,25223082,21,21202114441
P,2020 - 2021,March - May,1,HAMILTON,4441,Building Material and Supplies Dealers,1665332,22,22202114441
P,2020 - 2021,March - May,1,HERKIMER,4441,Building Material and Supplies Dealers,16342215,23,23202114441
P,2020 - 2021,March - May,1,JEFFERSON,4441,Building Material and Supplies Dealers,40194937,24,24202114441
P,2020 - 2021,March - May,1,LEWIS,4441,Building Material and Supplies Dealers,5971912,25,25202114441
P,2020 - 2021,March - May,1,LIVINGSTON,4441,Building Material and Supplies Dealers,10539069,26,26202114441
P,2020 - 2021,March - May,1,MADISON,4441,Building Material and Supplies Dealers,28316603,27,27202114441
P,2020 - 2021,March - May,1,MONROE,4441,Building Material and Supplies Dealers,165317417,28,28202114441
P,2020 - 2021,March - May,1,MONTGOMERY,4441,Building Material and Supplies Dealers,25442866,29,29202114441
P,2020 - 2021,March - May,1,NASSAU,4441,Building Material and Supplies Dealers,293386974,30,30202114441
P,2020 - 2021,March - May,1,NIAGARA,4441,Building Material and Supplies Dealers,51396322,31,31202114441
P,2020 - 2021,March - May,1,NY CITY,4441,Building Material and Supplies Dealers,688881809,32,32202114441
P,2020 - 2021,March - May,1,ONEIDA,4441,Building Material and Supplies Dealers,67378748,33,33202114441
P,2020 - 2021,March - May,1,ONONDAGA,4441,Building Material and Supplies Dealers,133049139,34,34202114441
P,2020 - 2021,March - May,1,ONTARIO,4441,Building Material and Supplies Dealers,42662779,35,35202114441
P,2020 - 2021,March - May,1,ORANGE,4441,Building Material and Supplies Dealers,111614642,36,36202114441
P,2020 - 2021,March - May,1,ORLEANS,4441,Building Material and Supplies Dealers,4971022,37,37202114441
P,2020 - 2021,March - May,1,OSWEGO,4441,Building Material and Supplies Dealers,13705873,38,38202114441
P,2020 - 2021,March - May,1,OTSEGO,4441,Building Material and Supplies Dealers,23293740,39,39202114441
P,2020 - 2021,March - May,1,PUTNAM,4441,Building Material and Supplies Dealers,31868445,40,40202114441
P,2020 - 2021,March - May,1,RENSSELAER,4441,Building Material and Supplies Dealers,37193034,41,41202114441
P,2020 - 2021,March - May,1,ROCKLAND,4441,Building Material and Supplies Dealers,72583298,42,42202114441
P,2020 - 2021,March - May,1,SARATOGA,4441,Building Material and Supplies Dealers,84641357,43,43202114441
P,2020 - 2021,March - May,1,SCHENECTADY,4441,Building Material and Supplies Dealers,41103874,44,44202114441
P,2020 - 2021,March - May,1,SCHOHARIE,4441,Building Material and Supplies Dealers,3414118,45,45202114441
P,2020 - 2021,March - May,1,SCHUYLER,4441,Building Material and Supplies Dealers,2037276,46,46202114441
P,2020 - 2021,March - May,1,SENECA,4441,Building Material and Supplies Dealers,12802286,47,47202114441
P,2020 - 2021,March - May,1,ST LAWRENCE,4441,Building Material and Supplies Dealers,37263608,48,48202114441
P,2020 - 2021,March - May,1,STEUBEN,4441,Building Material and Supplies Dealers,33630077,49,49202114441
P,2020 - 2021,March - May,1,SUFFOLK,4441,Building Material and Supplies Dealers,560751112,50,50202114441
P,2020 - 2021,March - May,1,SULLIVAN,4441,Building Material and Supplies Dealers,24030151,51,51202114441
P,2020 - 2021,March - May,1,TIOGA,4441,Building Material and Supplies Dealers,5668398,52,52202114441
P,2020 - 2021,March - May,1,TOMPKINS,4441,Building Material and Supplies Dealers,24449129,53,53202114441
P,2020 - 2021,March - May,1,ULSTER,4441,Building Material and Supplies Dealers,58715784,54,54202114441
P,2020 - 2021,March - May,1,WARREN,4441,Building Material and Supplies Dealers,41181271,55,55202114441
P,2020 - 2021,March - May,1,WASHINGTON,4441,Building Material and Supplies Dealers,10998791,56,56202114441
P,2020 - 2021,March - May,1,WAYNE,4441,Building Material and Supplies Dealers,22701748,57,57202114441
P,2020 - 2021,March - May,1,WESTCHESTER,4441,Building Material and Supplies Dealers,217899002,58,58202114441
P,2020 - 2021,March - May,1,WYOMING,4441,Building Material and Supplies Dealers,6766724,59,59202114441
P,2020 - 2021,March - May,1,YATES,4441,Building Material and Supplies Dealers,6886670,60,60202114441
P,2019 - 2020,December - February,4,NY STATE,4441,Building Material and Supplies Dealers,2992602318,1,1202044441
P,2019 - 2020,December - February,4,MCTD,4441,Building Material and Supplies Dealers,1871599954,2,2202044441
P,2019 - 2020,December - February,4,ALBANY,4441,Building Material and Supplies Dealers,61386163,3,3202044441
P,2019 - 2020,December - February,4,ALLEGANY,4441,Building Material and Supplies Dealers,3830182,4,4202044441
P,2019 - 2020,December - February,4,BROOME,4441,Building Material and Supplies Dealers,32501097,5,5202044441
P,2019 - 2020,December - February,4,CATTARAUGUS,4441,Building Material and Supplies Dealers,14168457,6,6202044441
P,2019 - 2020,December - February,4,CAYUGA,4441,Building Material and Supplies Dealers,14876640,7,7202044441
P,2019 - 2020,December - February,4,CHAUTAUQUA,4441,Building Material and Supplies Dealers,22511015,8,8202044441
P,2019 - 2020,December - February,4,CHEMUNG,4441,Building Material and Supplies Dealers,16552794,9,9202044441
P,2019 - 2020,December - February,4,CHENANGO,4441,Building Material and Supplies Dealers,7221890,10,10202044441
P,2019 - 2020,December - February,4,CLINTON,4441,Building Material and Supplies Dealers,17530911,11,11202044441
P,2019 - 2020,December - February,4,COLUMBIA,4441,Building Material and Supplies Dealers,17908880,12,12202044441
P,2019 - 2020,December - February,4,CORTLAND,4441,Building Material and Supplies Dealers,10899489,13,13202044441
P,2019 - 2020,December - February,4,DELAWARE,4441,Building Material and Supplies Dealers,9045459,14,14202044441
P,2019 - 2020,December - February,4,DUTCHESS,4441,Building Material and Supplies Dealers,64157606,15,15202044441
P,2019 - 2020,December - February,4,ERIE,4441,Building Material and Supplies Dealers,145834632,16,16202044441
P,2019 - 2020,December - February,4,ESSEX,4441,Building Material and Supplies Dealers,10381840,17,17202044441
P,2019 - 2020,December - February,4,FRANKLIN,4441,Building Material and Supplies Dealers,8328433,18,18202044441
P,2019 - 2020,December - February,4,FULTON,4441,Building Material and Supplies Dealers,8041430,19,19202044441
P,2019 - 2020,December - February,4,GENESEE,4441,Building Material and Supplies Dealers,10837750,20,20202044441
P,2019 - 2020,December - February,4,GREENE,4441,Building Material and Supplies Dealers,15374855,21,21202044441
P,2019 - 2020,December - February,4,HAMILTON,4441,Building Material and Supplies Dealers,1209916,22,22202044441
P,2019 - 2020,December - February,4,HERKIMER,4441,Building Material and Supplies Dealers,9649396,23,23202044441
P,2019 - 2020,December - February,4,JEFFERSON,4441,Building Material and Supplies Dealers,23454840,24,24202044441
P,2019 - 2020,December - February,4,LEWIS,4441,Building Material and Supplies Dealers,3541423,25,25202044441
P,2019 - 2020,December - February,4,LIVINGSTON,4441,Building Material and Supplies Dealers,7297698,26,26202044441
P,2019 - 2020,December - February,4,MADISON,4441,Building Material and Supplies Dealers,15566356,27,27202044441
P,2019 - 2020,December - February,4,MONROE,4441,Building Material and Supplies Dealers,113592703,28,28202044441
P,2019 - 2020,December - February,4,MONTGOMERY,4441,Building Material and Supplies Dealers,14152454,29,29202044441
P,2019 - 2020,December - February,4,NASSAU,4441,Building Material and Supplies Dealers,247889338,30,30202044441
P,2019 - 2020,December - February,4,NIAGARA,4441,Building Material and Supplies Dealers,31423247,31,31202044441
P,2019 - 2020,December - February,4,NY CITY,4441,Building Material and Supplies Dealers,800065857,32,32202044441
P,2019 - 2020,December - February,4,ONEIDA,4441,Building Material and Supplies Dealers,41487283,33,33202044441
P,2019 - 2020,December - February,4,ONONDAGA,4441,Building Material and Supplies Dealers,84894254,34,34202044441
P,2019 - 2020,December - February,4,ONTARIO,4441,Building Material and Supplies Dealers,29439407,35,35202044441
P,2019 - 2020,December - February,4,ORANGE,4441,Building Material and Supplies Dealers,76395764,36,36202044441
P,2019 - 2020,December - February,4,ORLEANS,4441,Building Material and Supplies Dealers,3378911,37,37202044441
P,2019 - 2020,December - February,4,OSWEGO,4441,Building Material and Supplies Dealers,7902308,38,38202044441
P,2019 - 2020,December - February,4,OTSEGO,4441,Building Material and Supplies Dealers,14779841,39,39202044441
P,2019 - 2020,December - February,4,PUTNAM,4441,Building Material and Supplies Dealers,22521296,40,40202044441
P,2019 - 2020,December - February,4,RENSSELAER,4441,Building Material and Supplies Dealers,24624668,41,41202044441
P,2019 - 2020,December - February,4,ROCKLAND,4441,Building Material and Supplies Dealers,54198942,42,42202044441
P,2019 - 2020,December - February,4,SARATOGA,4441,Building Material and Supplies Dealers,57977409,43,43202044441
P,2019 - 2020,December - February,4,SCHENECTADY,4441,Building Material and Supplies Dealers,25467777,44,44202044441
P,2019 - 2020,December - February,4,SCHOHARIE,4441,Building Material and Supplies Dealers,2645576,45,45202044441
P,2019 - 2020,December - February,4,SCHUYLER,4441,Building Material and Supplies Dealers,1458424,46,46202044441
P,2019 - 2020,December - February,4,SENECA,4441,Building Material and Supplies Dealers,7845414,47,47202044441
P,2019 - 2020,December - February,4,ST LAWRENCE,4441,Building Material and Supplies Dealers,24126149,48,48202044441
P,2019 - 2020,December - February,4,STEUBEN,4441,Building Material and Supplies Dealers,21939370,49,49202044441
P,2019 - 2020,December - February,4,SUFFOLK,4441,Building Material and Supplies Dealers,423400188,50,50202044441
P,2019 - 2020,December - February,4,SULLIVAN,4441,Building Material and Supplies Dealers,14630398,51,51202044441
P,2019 - 2020,December - February,4,TIOGA,4441,Building Material and Supplies Dealers,3336201,52,52202044441
P,2019 - 2020,December - February,4,TOMPKINS,4441,Building Material and Supplies Dealers,17893861,53,53202044441
P,2019 - 2020,December - February,4,ULSTER,4441,Building Material and Supplies Dealers,40349123,54,54202044441
P,2019 - 2020,December - February,4,WARREN,4441,Building Material and Supplies Dealers,26300384,55,55202044441
P,2019 - 2020,December - February,4,WASHINGTON,4441,Building Material and Supplies Dealers,7866196,56,56202044441
P,2019 - 2020,December - February,4,WAYNE,4441,Building Material and Supplies Dealers,13862343,57,57202044441
P,2019 - 2020,December - February,4,WESTCHESTER,4441,Building Material and Supplies Dealers,183252229,58,58202044441
P,2019 - 2020,December - February,4,WYOMING,4441,Building Material and Supplies Dealers,4157460,59,59202044441
P,2019 - 2020,December - February,4,YATES,4441,Building Material and Supplies Dealers,5288972,60,60202044441
P,2019 - 2020,September - November,3,NY STATE,4441,Building Material and Supplies Dealers,3692208724,1,1202034441
P,2019 - 2020,September - November,3,MCTD,4441,Building Material and Supplies Dealers,2202905741,2,2202034441
P,2019 - 2020,September - November,3,ALBANY,4441,Building Material and Supplies Dealers,78915771,3,3202034441
P,2019 - 2020,September - November,3,ALLEGANY,4441,Building Material and Supplies Dealers,5207826,4,4202034441
P,2019 - 2020,September - November,3,BROOME,4441,Building Material and Supplies Dealers,40940934,5,5202034441
P,2019 - 2020,September - November,3,CATTARAUGUS,4441,Building Material and Supplies Dealers,17800767,6,6202034441
P,2019 - 2020,September - November,3,CAYUGA,4441,Building Material and Supplies Dealers,19338554,7,7202034441
P,2019 - 2020,September - November,3,CHAUTAUQUA,4441,Building Material and Supplies Dealers,31025850,8,8202034441
P,2019 - 2020,September - November,3,CHEMUNG,4441,Building Material and Supplies Dealers,20558038,9,9202034441
P,2019 - 2020,September - November,3,CHENANGO,4441,Building Material and Supplies Dealers,9956276,10,10202034441
P,2019 - 2020,September - November,3,CLINTON,4441,Building Material and Supplies Dealers,26625878,11,11202034441
P,2019 - 2020,September - November,3,COLUMBIA,4441,Building Material and Supplies Dealers,23909898,12,12202034441
P,2019 - 2020,September - November,3,CORTLAND,4441,Building Material and Supplies Dealers,14636686,13,13202034441
P,2019 - 2020,September - November,3,DELAWARE,4441,Building Material and Supplies Dealers,13181503,14,14202034441
P,2019 - 2020,September - November,3,DUTCHESS,4441,Building Material and Supplies Dealers,79195873,15,15202034441
P,2019 - 2020,September - November,3,ERIE,4441,Building Material and Supplies Dealers,192246173,16,16202034441
P,2019 - 2020,September - November,3,ESSEX,4441,Building Material and Supplies Dealers,15025139,17,17202034441
P,2019 - 2020,September - November,3,FRANKLIN,4441,Building Material and Supplies Dealers,12858542,18,18202034441
P,2019 - 2020,September - November,3,FULTON,4441,Building Material and Supplies Dealers,11489750,19,19202034441
P,2019 - 2020,September - November,3,GENESEE,4441,Building Material and Supplies Dealers,14171092,20,20202034441
P,2019 - 2020,September - November,3,GREENE,4441,Building Material and Supplies Dealers,21815999,21,21202034441
P,2019 - 2020,September - November,3,HAMILTON,4441,Building Material and Supplies Dealers,1865482,22,22202034441
P,2019 - 2020,September - November,3,HERKIMER,4441,Building Material and Supplies Dealers,13132446,23,23202034441
P,2019 - 2020,September - November,3,JEFFERSON,4441,Building Material and Supplies Dealers,34221550,24,24202034441
P,2019 - 2020,September - November,3,LEWIS,4441,Building Material and Supplies Dealers,5921835,25,25202034441
P,2019 - 2020,September - November,3,LIVINGSTON,4441,Building Material and Supplies Dealers,9750896,26,26202034441
P,2019 - 2020,September - November,3,MADISON,4441,Building Material and Supplies Dealers,19844056,27,27202034441
P,2019 - 2020,September - November,3,MONROE,4441,Building Material and Supplies Dealers,142356571,28,28202034441
P,2019 - 2020,September - November,3,MONTGOMERY,4441,Building Material and Supplies Dealers,18751019,29,29202034441
P,2019 - 2020,September - November,3,NASSAU,4441,Building Material and Supplies Dealers,301565952,30,30202034441
P,2019 - 2020,September - November,3,NIAGARA,4441,Building Material and Supplies Dealers,42303479,31,31202034441
P,2019 - 2020,September - November,3,NY CITY,4441,Building Material and Supplies Dealers,915456350,32,32202034441
